,Part,TrialN,PairID,L_Item,L_Value,R_Item,R_Value,ChosenITM,ChoiceRT,Conf,ConfRT,BlockCond,tDDT,L_IA_DT,R_IA_DT,tGSF,lastFixat,DV,zDV,absDV,zAbsDV,zConf,zChoiceRT,FamLeft,FamRight,Tot_Fam,Tot_Val,FamChosen,FamUnChosen,ValChosen,ValUnChosen,Correct,ZtotFam,ZtotVal,ZValCh,ZValUnCh,ZFamCh,ZFamUnCh,ztGSF,ztDDT,absDDT,ConfSplit,GSFMedSplit,DDTMedSplit
10,1,11,37,13_fruit_pastilles.png,1.1,115_shapers_blueberry.png,1.1,0,3301,84,3204,2.0,-521,1595,1074,2,1,0.0,1.0451085762029443e-17,0.0,-1.4061725307644208,0.8813358298286262,0.08174446641107165,4.33,1.33,5.66,2.2,4.33,1.33,1.1,1.1,1,-0.9045039355897017,-1.2594084097826643,-0.9016391611096468,-0.896106338313104,0.37068178295328935,-1.6963600111226014,-0.38915514287252345,-0.6212647720405409,0.6212647720405409,1,0,0
11,1,12,6,36_nature_valley_protein_bars.png,1.4,111_propercorn_sweetnsalty.png,2.0,0,2867,84,1828,2.0,-409,1385,976,2,1,0.6000000000000001,0.968245836551854,0.6000000000000001,0.2645275057873658,0.8813358298286262,-0.19146277316464572,3.83,5.0,8.83,3.4,3.83,5.0,1.4,2.0,1,0.5857650227363602,0.6415854163043653,-0.2146759907403945,1.113851803697589,0.012044244015971631,0.8543047284543455,-0.38915514287252345,-0.43889901534144354,0.43889901534144354,1,0,0
12,1,13,35,41_jelly_babies_berry_mix.png,1.85,40_nestle_rolo.png,1.1,1,3117,72,3481,2.0,75,1182,1257,3,2,-0.75,-1.2103072956898175,0.75,0.6822025149253121,-0.016205609317923964,-0.03408533101273481,4.58,4.08,8.66,2.95,4.08,4.58,1.1,1.85,1,0.5058452363277071,-0.07128726847827055,-0.9016391611096468,0.7788587800291404,0.19136301348463047,0.5624030416362753,0.35802273144272134,0.34918157610822687,0.34918157610822687,1,1,1
13,1,14,45,51_smarties.png,1.7,43_mccoys_steak_crisps.png,2.0,1,10424,28,2052,2.0,-991,5054,4063,7,2,0.30000000000000004,0.4841229182759271,0.30000000000000004,-0.5708225124885274,-3.3071908861886077,4.5657425482033185,5.0,5.0,10.0,3.7,5.0,5.0,2.0,1.7,0,1.1358011997841495,1.1168338728261231,1.159250349998111,0.44386575636069125,0.851256085129295,0.8543047284543455,3.3467342287037005,-1.386549643902824,1.386549643902824,0,1,0
14,1,15,58,5_caramello.png,1.25,34_hobnob_flapjack.png,1.55,0,2754,70,1479,2.0,-379,1313,934,2,1,0.30000000000000004,0.4841229182759271,0.30000000000000004,-0.5708225124885274,-0.16579584917568232,-0.2625973770173095,2.83,1.08,3.91,2.8,2.83,1.08,1.25,1.55,1,-1.72720761920819,-0.30891149673914986,-0.5581575759250207,0.10887273269224258,-0.7052308338586638,-1.8701110151809766,-0.38915514287252345,-0.3900510447970425,0.3900510447970425,1,0,0
15,1,16,41,11_lindt_orange.png,2.0,59_crunchie.png,1.7,1,5836,58,2950,2.0,76,2458,2534,5,2,-0.30000000000000004,-0.4841229182759271,0.30000000000000004,-0.5708225124885274,-1.0633372883222325,1.6775517298314486,4.75,5.0,9.75,3.7,5.0,4.75,1.7,2.0,1,1.0182721021243655,1.1168338728261231,0.4722871796288583,1.113851803697589,0.851256085129295,0.6805537243959703,1.852378480073211,0.35080984179304026,0.35080984179304026,0,1,1
16,1,17,42,63_kitkat.png,1.85,19_pistachios.png,1.7,1,3931,56,3017,2.0,1039,1100,2139,3,2,-0.15000000000000013,-0.2420614591379637,0.15000000000000013,-0.988497521626474,-1.212927528179991,0.4783356206338872,5.0,4.33,9.33,3.55,4.33,5.0,1.7,1.85,1,0.8208232180559283,0.8792096445652439,0.4722871796288583,0.7788587800291404,0.37068178295328935,0.8543047284543455,0.35802273144272134,1.9188296962683145,1.9188296962683145,0,1,1
17,1,18,52,42_dairy_milk_fruit_and_nut.png,1.55,38_milkybar.png,0.8,1,3602,72,1979,2.0,470,1290,1760,1,2,-0.75,-1.2103072956898175,0.75,0.6822025149253121,-0.016205609317923964,0.2712269067619724,4.33,4.33,8.66,2.35,4.33,4.33,0.8,1.55,1,0.5058452363277071,-1.0217841815217856,-1.5886023314788997,0.10887273269224258,0.37068178295328935,0.3886520375779001,-1.1363330171877684,0.9923465216095076,0.9923465216095076,1,0,1
18,1,19,49,52_discos_salt_vinegar.png,1.7,60_caramel_rice_crisps.png,1.4,0,5674,68,2473,2.0,946,1996,2942,4,1,-0.30000000000000004,-0.4841229182759271,0.30000000000000004,-0.5708225124885274,-0.3153860890334407,1.5755711473170102,4.58,3.08,7.66,3.1,4.58,3.08,1.7,1.4,0,0.035728845688570834,0.16633695978260807,0.4722871796288583,-0.22612029097620662,0.5500005524219482,-0.48010298271397556,1.1052006057579662,1.767400987580671,1.767400987580671,0,1,1
19,1,20,33,26_yorkie.png,1.7,58_walnut_whip.png,1.1,1,2567,78,3611,2.0,945,512,1457,1,2,-0.5999999999999999,-0.9682458365518538,0.5999999999999999,0.2645275057873652,0.4325651102553511,-0.3803157037469389,3.58,0.33,3.91,2.8,0.33,3.58,1.1,1.7,1,-1.72720761920819,-0.30891149673914986,-0.9016391611096468,0.44386575636069125,-2.498418528545252,-0.13260097459722528,-1.1363330171877684,1.7657727218958577,1.7657727218958577,1,0,1
20,1,21,7,30_starburst_original.png,1.1,62_cadbury_wispa.png,1.55,0,2097,70,3321,2.0,-452,1032,580,2,1,0.45,0.7261843774138904,0.45,-0.15314750335058114,-0.16579584917568232,-0.6761852949925314,4.83,3.33,8.16,2.6500000000000004,4.83,3.33,1.1,1.55,1,0.27078704100813894,-0.5465357250000278,-0.9016391611096468,0.10887273269224258,0.729319321890607,-0.30635197865560043,-0.38915514287252345,-0.5089144397884184,0.5089144397884184,0,0,0
21,1,22,38,56_marshmallows.png,0.95,38_milkybar.png,0.8,0,3641,56,2259,2.0,-244,1672,1428,2,1,-0.1499999999999999,-0.24206145913796334,0.1499999999999999,-0.9884975216264744,-1.212927528179991,0.2957777877376705,3.83,4.33,8.16,1.75,3.83,4.33,0.95,0.8,0,0.27078704100813894,-1.9722810945653009,-1.2451207462942735,-1.566092385650002,0.012044244015971631,0.3886520375779001,-0.38915514287252345,-0.1702351773472377,0.1702351773472377,0,0,0
22,1,23,47,51_smarties.png,1.7,34_hobnob_flapjack.png,1.55,1,4550,78,1403,2.0,-544,2188,1644,3,2,-0.1499999999999999,-0.24206145913796334,0.1499999999999999,-0.9884975216264744,0.4325651102553511,0.8680021674020187,5.0,1.08,6.08,3.25,1.08,5.0,1.55,1.7,1,-0.7070550515212645,0.4039611880434867,0.12880559444423215,0.44386575636069125,-1.9604622201392756,0.8543047284543455,0.35802273144272134,-0.6587148827912483,0.6587148827912483,1,1,0
23,1,24,34,19_pistachios.png,1.7,110_bombay_mix.png,1.4,1,2973,62,2855,2.0,1171,592,1763,1,2,-0.30000000000000004,-0.4841229182759271,0.30000000000000004,-0.5708225124885274,-0.7641568086067158,-0.1247347376922355,4.33,3.58,7.91,3.1,3.58,4.33,1.4,1.7,1,0.15325794334835488,0.16633695978260807,-0.2146759907403945,0.44386575636069125,-0.16727452545268723,0.3886520375779001,-1.1363330171877684,2.133760766663679,2.133760766663679,0,0,1
24,1,25,15,57_food_doctor_mild_korma_crisps.png,1.25,108_chilli_nuts.png,1.7,0,2824,68,2666,2.0,99,1095,1194,2,1,0.45,0.7261843774138904,0.45,-0.15314750335058114,-0.3153860890334407,-0.2185316932147744,0.08,3.33,3.41,2.95,0.08,3.33,1.25,1.7,1,-1.962265814527758,-0.07128726847827055,-0.5581575759250207,0.44386575636069125,-2.677737298013911,-0.30635197865560043,-0.38915514287252345,0.38825995254374773,0.38825995254374773,0,0,1
25,1,26,5,113_walkers_cheese.png,2.0,32_snickers.png,2.3,0,3643,70,2331,2.0,-812,1858,1046,4,1,0.2999999999999998,0.4841229182759267,0.2999999999999998,-0.5708225124885281,-0.16579584917568232,0.2970368072748858,4.33,5.0,9.33,4.3,4.33,5.0,2.0,2.3,1,0.8208232180559283,2.0673307858696375,1.159250349998111,1.7838378510344866,0.37068178295328935,0.8543047284543455,1.1052006057579662,-1.095090086321231,1.095090086321231,0,1,0
26,1,27,46,112_lindt_extra_creamy.png,1.85,104_graze_sriracha.png,0.65,1,2188,72,2191,2.0,389,680,1069,1,2,-1.2000000000000002,-1.9364916731037085,1.2000000000000002,1.9352275423391525,-0.016205609317923964,-0.6188999060492358,4.08,0.33,4.41,2.5,0.33,4.08,0.65,1.85,1,-1.492149423888622,-0.784159953260907,-1.932083916663526,0.7788587800291404,-2.498418528545252,0.214901033519525,-1.1363330171877684,0.8604570011396248,0.8604570011396248,1,0,1
27,1,28,50,63_kitkat.png,1.85,20_crunch.png,1.1,1,3321,74,2863,2.0,1153,830,1983,3,2,-0.75,-1.2103072956898175,0.75,0.6822025149253121,0.1333846305398344,0.09433466178322453,5.0,0.83,5.83,2.95,0.83,5.0,1.1,1.85,1,-0.8245841491810485,-0.07128726847827055,-0.9016391611096468,0.7788587800291404,-2.1397809896079347,0.8543047284543455,0.35802273144272134,2.104451984337038,2.104451984337038,1,1,1
28,1,29,43,103_nakd_berry.png,1.85,35_mms_plain.png,2.0,0,6784,82,2539,2.0,-498,3186,2688,4,1,0.1499999999999999,0.24206145913796334,0.1499999999999999,-0.9884975216264744,0.7317455899708678,2.274326990471495,2.58,4.83,7.41,3.85,2.58,4.83,1.85,2.0,1,-0.08180025197121323,1.3544581010870018,0.8157687648134849,1.113851803697589,-0.8845496033273226,0.7361540456946504,1.1052006057579662,-0.5838146612898334,0.5838146612898334,1,1,0
29,1,30,11,18_galaxy_bar.png,1.1,32_snickers.png,2.3,0,2314,82,2320,2.0,153,825,978,2,1,1.1999999999999995,1.936491673103708,1.1999999999999995,1.9352275423391512,0.7317455899708678,-0.5395816752046727,4.75,5.0,9.75,3.4,4.75,5.0,1.1,2.3,1,1.0182721021243655,0.6415854163043653,-0.9016391611096468,1.7838378510344866,0.6719373156606362,0.8543047284543455,-0.38915514287252345,0.47618629952366964,0.47618629952366964,1,0,1
30,1,31,8,115_shapers_blueberry.png,1.1,43_mccoys_steak_crisps.png,2.0,0,2952,80,1805,2.0,-929,1655,726,2,1,0.8999999999999999,1.4523687548277808,0.8999999999999999,1.0998775240632583,0.5821553501131095,-0.13795444283299602,1.33,5.0,6.33,3.1,1.33,5.0,1.1,2.0,1,-0.5895259538614803,0.16633695978260807,-0.9016391611096468,1.113851803697589,-1.781143450670617,0.8543047284543455,-0.38915514287252345,-1.2855971714443952,1.2855971714443952,1,0,0
31,1,32,60,57_food_doctor_mild_korma_crisps.png,1.25,110_bombay_mix.png,1.4,0,8388,46,2465,2.0,-549,4045,3496,4,1,0.1499999999999999,0.24206145913796334,0.1499999999999999,-0.9884975216264744,-1.960878727468783,3.284060659318155,0.08,3.58,3.66,2.65,0.08,3.58,1.25,1.4,1,-1.844736716867974,-0.5465357250000284,-0.5581575759250207,-0.22612029097620662,-2.677737298013911,-0.13260097459722528,1.1052006057579662,-0.6668562112153151,0.6668562112153151,0,1,0
32,1,33,13,117_yogurt_raisins.png,1.25,103_nakd_berry.png,1.85,1,5341,62,1571,2.0,-982,2754,1772,3,2,0.6000000000000001,0.968245836551854,0.6000000000000001,0.2645275057873658,-0.7641568086067158,1.3659443943706648,3.08,2.58,5.66,3.1,2.58,3.08,1.85,1.25,0,-0.9045039355897017,0.16633695978260807,0.8157687648134849,-0.5611133146446553,-0.8845496033273226,-0.48010298271397556,0.35802273144272134,-1.3718952527395036,1.3718952527395036,0,1,0
33,1,34,57,40_nestle_rolo.png,1.1,48_mentos_mint.png,0.95,1,2183,74,2091,2.0,712,638,1350,1,2,-0.15000000000000013,-0.2420614591379637,0.15000000000000013,-0.988497521626474,0.1333846305398344,-0.6220474548922741,4.08,3.58,7.66,2.05,3.58,4.08,0.95,1.1,1,0.035728845688570834,-1.4970326380435437,-1.2451207462942735,-0.896106338313104,-0.16727452545268723,0.214901033519525,-1.1363330171877684,1.3863868173343428,1.3863868173343428,1,0,1
34,1,35,10,48_mentos_mint.png,0.95,14_maltesers.png,1.85,0,3207,68,2466,2.0,438,1128,1566,2,1,0.9000000000000001,1.4523687548277813,0.9000000000000001,1.099877524063259,-0.3153860890334407,0.02257054816195313,3.58,5.0,8.58,2.8,3.58,5.0,0.95,1.85,1,0.46823592507657613,-0.30891149673914986,-1.2451207462942735,0.7788587800291404,-0.16727452545268723,0.8543047284543455,-0.38915514287252345,0.9402420196954798,0.9402420196954798,0,0,1
35,1,36,36,58_walnut_whip.png,1.1,23_kp_grazing_mix.png,1.55,1,3224,58,3722,2.0,888,920,1808,3,2,0.45,0.7261843774138904,0.45,-0.15314750335058114,-1.0633372883222325,0.033272214228283074,0.33,2.58,2.91,2.6500000000000004,2.58,0.33,1.55,1.1,0,-2.197324009847326,-0.5465357250000278,0.12880559444423215,-0.896106338313104,-0.8845496033273226,-2.391364027356102,0.35802273144272134,1.6729615778614957,1.6729615778614957,0,1,1
36,1,37,3,108_chilli_nuts.png,1.7,41_jelly_babies_berry_mix.png,1.85,1,3476,72,3189,2.0,-468,1560,1092,3,2,0.15000000000000013,0.2420614591379637,0.15000000000000013,-0.988497521626474,-0.016205609317923964,0.1919086759174093,3.33,4.58,7.91,3.55,4.58,3.33,1.85,1.7,0,0.15325794334835488,0.8792096445652439,0.8157687648134849,0.44386575636069125,0.5500005524219482,-0.30635197865560043,0.35802273144272134,-0.5349666907454322,0.5349666907454322,1,1,0
37,1,38,9,50_nakd_rhubarb_and_custard.png,0.65,47_daim.png,1.7,0,2295,72,5333,2.0,-469,1159,690,2,1,1.0499999999999998,1.6944302139657443,1.0499999999999998,1.5175525332012048,-0.016205609317923964,-0.5515423608082181,0.0,3.83,3.83,2.35,0.0,3.83,0.65,1.7,1,-1.7648169304593209,-1.0217841815217856,-1.932083916663526,0.44386575636069125,-2.735119304243882,0.04115002946114985,-0.38915514287252345,-0.5365949564302457,0.5365949564302457,1,0,0
38,1,39,2,107_graze_scream.png,1.55,109_kp_roast.png,2.3,0,3513,66,2712,2.0,-533,1753,1220,2,1,0.7499999999999998,1.210307295689817,0.7499999999999998,0.6822025149253115,-0.4649763288911991,0.21520053735589206,2.83,5.0,7.83,3.85,2.83,5.0,1.55,2.3,1,0.11564863209722397,1.3544581010870018,0.12880559444423215,1.7838378510344866,-0.7052308338586638,0.8543047284543455,-0.38915514287252345,-0.6408039602583012,0.6408039602583012,0,0,0
39,1,40,40,2_maynards_winegums.png,1.1,27_mars.png,0.95,1,4458,66,2996,2.0,172,1716,1888,3,2,-0.15000000000000013,-0.2420614591379637,0.15000000000000013,-0.988497521626474,-0.4649763288911991,0.8100872686901155,4.08,4.58,8.66,2.05,4.58,4.08,0.95,1.1,1,0.5058452363277071,-1.4970326380435437,-1.2451207462942735,-0.896106338313104,0.5500005524219482,0.214901033519525,0.35802273144272134,0.5071233475351237,0.5071233475351237,0,1,1
40,1,41,57,40_nestle_rolo.png,1.1,48_mentos_mint.png,0.95,0,2009,80,3501,1.0,-213,859,646,2,1,-0.15000000000000013,-0.2420614591379637,0.15000000000000013,-0.988497521626474,0.5821553501131095,-0.7315821546300041,4.08,3.58,7.66,2.05,4.08,3.58,1.1,0.95,1,0.035728845688570834,-1.4970326380435437,-0.9016391611096468,-1.2310993619815531,0.19136301348463047,-0.13260097459722528,-0.38915514287252345,-0.11975894111802328,0.11975894111802328,1,0,0
41,1,42,41,11_lindt_orange.png,2.0,59_crunchie.png,1.7,0,3371,78,2463,1.0,-1516,2200,684,2,1,-0.30000000000000004,-0.4841229182759271,0.30000000000000004,-0.5708225124885274,0.4325651102553511,0.1258101502136067,4.75,5.0,9.75,3.7,4.75,5.0,2.0,1.7,1,1.0182721021243655,1.1168338728261231,1.159250349998111,0.44386575636069125,0.6719373156606362,0.8543047284543455,-0.38915514287252345,-2.2413891284298426,2.2413891284298426,1,1,0
42,1,43,11,18_galaxy_bar.png,1.1,32_snickers.png,2.3,1,1700,82,2707,1.0,133,566,699,1,2,1.1999999999999995,1.936491673103708,1.1999999999999995,1.9352275423391512,0.7317455899708678,-0.926100673129766,4.75,5.0,9.75,3.4,5.0,4.75,2.3,1.1,1,1.0182721021243655,0.6415854163043653,1.8462135203673633,-0.896106338313104,0.851256085129295,0.6805537243959703,-1.1363330171877684,0.4436209858274023,0.4436209858274023,1,0,1
43,1,44,60,57_food_doctor_mild_korma_crisps.png,1.25,110_bombay_mix.png,1.4,1,7466,42,2083,1.0,-133,3184,3051,5,2,0.1499999999999999,0.24206145913796334,0.1499999999999999,-0.9884975216264744,-2.2600592071842995,2.703652652661908,0.08,3.58,3.66,2.65,3.58,0.08,1.4,1.25,1,-1.844736716867974,-0.5465357250000284,-0.2146759907403945,-0.5611133146446553,-0.16727452545268723,-2.5651150314144773,1.852378480073211,0.01050231366704621,0.01050231366704621,0,1,0
44,1,45,5,113_walkers_cheese.png,2.0,32_snickers.png,2.3,1,1889,70,1681,1.0,-88,778,690,1,2,0.2999999999999998,0.4841229182759267,0.2999999999999998,-0.5708225124885281,-0.16579584917568232,-0.8071233268629213,4.33,5.0,9.33,4.3,5.0,4.33,2.3,2.0,1,0.8208232180559283,2.0673307858696375,1.8462135203673633,1.113851803697589,0.851256085129295,0.3886520375779001,-1.1363330171877684,0.0837742694836478,0.0837742694836478,0,0,1
45,1,46,3,108_chilli_nuts.png,1.7,41_jelly_babies_berry_mix.png,1.85,1,2227,74,1989,1.0,400,656,1056,1,2,0.15000000000000013,0.2420614591379637,0.15000000000000013,-0.988497521626474,0.1333846305398344,-0.5943490250735377,3.33,4.58,7.91,3.55,4.58,3.33,1.85,1.7,1,0.15325794334835488,0.8792096445652439,0.8157687648134849,0.44386575636069125,0.5500005524219482,-0.30635197865560043,-1.1363330171877684,0.8783679236725718,0.8783679236725718,0,0,1
46,1,47,46,112_lindt_extra_creamy.png,1.85,104_graze_sriracha.png,0.65,0,4259,70,2275,1.0,276,1668,1944,2,1,-1.2000000000000002,-1.9364916731037085,1.2000000000000002,1.9352275423391525,-0.16579584917568232,0.6848148247371943,4.08,0.33,4.41,2.5,4.08,0.33,1.85,0.65,1,-1.492149423888622,-0.784159953260907,0.8157687648134849,-1.9010854093184508,0.19136301348463047,-2.391364027356102,-0.38915514287252345,0.676462978755714,0.676462978755714,0,1,1
47,1,48,52,42_dairy_milk_fruit_and_nut.png,1.55,38_milkybar.png,0.8,0,3505,76,2208,1.0,-1232,2046,814,2,1,-0.75,-1.2103072956898175,0.75,0.6822025149253121,0.2829748703975928,0.21016445920703095,4.33,4.33,8.66,2.35,4.33,4.33,1.55,0.8,1,0.5058452363277071,-1.0217841815217856,0.12880559444423215,-1.566092385650002,0.37068178295328935,0.3886520375779001,-0.38915514287252345,-1.7789616739428458,1.7789616739428458,0,1,0
48,1,49,59,54_milkyway_magic_stars.png,1.55,30_starburst_original.png,1.1,0,2548,90,2177,1.0,-109,1093,984,2,1,-0.45,-0.7261843774138904,0.45,-0.15314750335058114,1.330106549401901,-0.3922763893504841,5.0,4.83,9.83,2.6500000000000004,5.0,4.83,1.55,1.1,1,1.0558814133754963,-0.5465357250000278,0.12880559444423215,-0.896106338313104,0.851256085129295,0.7361540456946504,-0.38915514287252345,0.049580690102567056,0.049580690102567056,1,1,1
49,1,50,8,115_shapers_blueberry.png,1.1,43_mccoys_steak_crisps.png,2.0,1,3226,54,2619,1.0,-475,1598,1123,3,2,0.8999999999999999,1.4523687548277808,0.8999999999999999,1.0998775240632583,-1.3625177680377492,0.03453123376549836,1.33,5.0,6.33,3.1,5.0,1.33,2.0,1.1,1,-0.5895259538614803,0.16633695978260807,1.159250349998111,-0.896106338313104,0.851256085129295,-1.6963600111226014,0.35802273144272134,-0.5463645505391259,0.5463645505391259,0,1,0
50,1,51,35,41_jelly_babies_berry_mix.png,1.85,40_nestle_rolo.png,1.1,0,4604,60,1663,1.0,-401,2117,1716,4,1,-0.75,-1.2103072956898175,0.75,0.6822025149253121,-0.9137470484644742,0.9019956949068316,4.58,4.08,8.66,2.95,4.58,4.08,1.85,1.1,1,0.5058452363277071,-0.07128726847827055,0.8157687648134849,-0.896106338313104,0.5500005524219482,0.214901033519525,1.1052006057579662,-0.4258728898629366,0.4258728898629366,0,1,0
51,1,52,14,116_boots_caramels.png,0.95,31_beef_jerky.png,2.0,0,6333,56,2889,1.0,-1359,3251,1892,4,1,1.05,1.6944302139657446,1.05,1.5175525332012054,-1.212927528179991,1.9904180848294477,1.08,4.83,5.91,2.95,1.08,4.83,0.95,2.0,0,-0.7869748379299175,-0.07128726847827055,-1.2451207462942735,1.113851803697589,-1.9604622201392756,0.7361540456946504,1.1052006057579662,-1.9857514159141436,1.9857514159141436,0,1,0
52,1,53,38,56_marshmallows.png,0.95,38_milkybar.png,0.8,0,5716,58,1441,1.0,-1054,2948,1894,4,1,-0.1499999999999999,-0.24206145913796334,0.1499999999999999,-0.9884975216264744,-1.0633372883222325,1.6020105575985313,3.83,4.33,8.16,1.75,3.83,4.33,0.95,0.8,1,0.27078704100813894,-1.9722810945653009,-1.2451207462942735,-1.566092385650002,0.012044244015971631,0.3886520375779001,1.1052006057579662,-1.4891303820460662,1.4891303820460662,0,1,0
53,1,54,48,44_walkers_french_fries.png,2.0,53_eat_natural_almond_apricot.png,1.1,0,3562,80,1688,1.0,-1314,2180,866,2,1,-0.8999999999999999,-1.4523687548277808,0.8999999999999999,1.0998775240632583,0.5821553501131095,0.2460465160176667,4.33,4.33,8.66,3.1,4.33,4.33,2.0,1.1,1,0.5058452363277071,0.16633695978260807,1.159250349998111,-0.896106338313104,0.37068178295328935,0.3886520375779001,-0.38915514287252345,-1.912479460097542,1.912479460097542,1,1,0
54,1,55,50,63_kitkat.png,1.85,20_crunch.png,1.1,0,2447,94,2441,1.0,-323,1173,850,2,1,-0.75,-1.2103072956898175,0.75,0.6822025149253121,1.6292870291174182,-0.4558568759798562,5.0,0.83,5.83,2.95,5.0,0.83,1.85,1.1,1,-0.8245841491810485,-0.07128726847827055,0.8157687648134849,-0.896106338313104,0.851256085129295,-2.0438620192393517,-0.38915514287252345,-0.2988681664474938,0.2988681664474938,1,1,0
